00056;08;14;36;45;86;06;22;59;68;71;19;57;67;76;89
00057;02;17;31;50;68;13;23;34;46;81;07;20;43;75;87
00058;25;33;53;79;90;08;19;35;55;85;06;23;45;64;76
00059;28;30;54;63;70;07;18;34;49;61;11;43;51;79;87
00060;11;33;44;58;80;27;46;50;62;70;03;24;30;63;77
00061;09;14;36;65;81;05;24;41;54;76;17;38;56;63;86
00062;13;29;43;67;76;03;23;35;62;84;02;10;46;58;73
00063;29;38;48;69;75;06;10;25;37;77;07;49;56;63;90
00064;04;23;39;42;81;16;35;56;67;78;01;12;43;54;86
00065;01;48;58;72;80;12;23;33;63;90;22;32;44;54;70
00066;05;20;69;76;84;15;32;51;71;86;10;29;47;50;62
00067;03;19;21;37;46;15;30;45;68;81;02;55;66;71;83
00068;29;31;69;72;90;04;13;33;41;55;17;21;54;66;71
00069;08;15;27;42;68;28;44;52;75;80;07;37;57;70;89
00070;43;56;65;76;88;04;23;37;55;66;03;12;22;39;87
00071;19;20;36;40;62;07;33;57;61;79;01;11;44;77;87
00072;15;26;46;53;77;08;10;67;79;85;22;33;45;58;80
00073;03;30;52;65;82;09;11;25;45;78;24;33;41;63;87
00074;03;17;28;62;76;07;31;45;53;81;19;34;48;56;69
00075;25;40;53;63;88;05;16;36;45;73;11;24;58;72;81
00076;09;15;27;53;82;32;40;62;76;80;06;17;38;63;74
00077;02;26;31;71;80;13;46;59;64;76;06;23;57;62;82
00078;01;30;43;56;77;18;24;34;46;53;13;22;61;76;89
00079;07;19;31;52;73;06;29;47;67;80;13;20;36;62;79
00080;05;18;23;48;56;12;33;62;73;88;02;36;49;76;80
00081;02;12;43;68;73;05;28;31;54;81;17;29;40;52;89
00082;10;40;66;72;88;03;24;35;46;53;18;26;57;69;90
00083;05;30;48;67;71;14;28;37;52;85;29;50;63;76;84
00084;02;29;47;58;60;16;38;40;50;76;09;33;68;77;81
00085;11;22;36;57;69;03;15;29;56;78;01;35;40;60;81
00086;23;49;64;71;87;08;17;42;50;68;18;29;37;79;83
00087;06;15;24;59;69;12;30;41;72;87;02;21;33;50;78
00088;03;11;20;66;81;36;43;55;62;80;13;27;30;45;71
00089;35;59;60;77;81;07;14;26;40;84;06;43;52;64;78
00090;04;14;34;71;87;38;49;55;62;73;02;23;42;59;81
00091;07;34;43;53;62;16;22;37;54;73;02;17;23;71;82
00092;02;24;38;42;66;08;13;54;77;82;19;25;49;79;81
00093;07;11;52;61;73;01;16;24;37;64;30;46;58;78;87
00094;09;27;51;76;80;02;18;48;63;84;12;34;43;61;71
00095;14;41;57;61;80;05;29;33;45;78;27;39;51;67;88
00096;24;34;41;73;80;23;37;47;51;65;03;14;57;61;87
00097;18;22;44;65;84;08;43;63;71;87;02;19;23;31;55
00098;07;15;35;44;82;08;22;55;69;78;14;56;67;79;88
00099;08;13;39;58;61;11;20;35;47;90;09;21;46;75;83
00100;21;32;56;77;80;09;17;33;57;81;07;25;44;63;75
00101;24;37;51;62;74;06;17;36;46;60;14;43;53;76;84
00102;13;31;42;56;83;25;40;51;62;71;01;20;36;61;74
00103;02;13;35;61;82;08;22;44;54;75;15;34;55;63;90
00104;11;26;40;66;71;02;21;33;62;83;07;14;48;53;72
00105;22;39;45;62;73;07;17;21;35;75;03;42;53;65;87
00106;01;24;33;40;88;11;34;50;68;77;02;10;49;56;84
00107;08;46;51;71;89;11;20;35;62;86;26;31;49;52;79
00108;01;25;60;75;86;11;34;54;77;84;18;21;41;50;69
00109;08;11;29;38;47;16;39;43;67;82;01;54;64;70;81
00110;29;38;67;70;81;02;15;35;44;58;19;20;52;65;78
00111;04;14;28;43;66;27;42;50;73;88;09;32;56;72;90
00112;44;51;63;74;86;07;22;31;54;64;04;16;23;32;82
00113;19;27;34;48;64;09;32;56;67;77;04;12;41;75;80
00114;15;25;47;51;76;07;16;66;73;80;23;34;46;52;89
00115;01;30;52;67;90;05;12;28;41;75;22;34;46;62;85
00116;07;19;25;66;74;06;35;43;55;80;17;34;47;50;68
00117;26;45;51;62;89;06;17;35;44;72;19;22;54;76;90
00118;06;17;23;56;80;37;40;61;73;86;05;13;36;65;74
00119;03;28;31;79;90;15;47;52;66;75;02;29;53;60;83
00120;07;38;44;54;79;17;23;34;45;52;12;24;60;75;87
00121;06;10;38;55;76;02;26;42;61;81;14;22;39;64;70
00122;04;10;26;49;50;12;30;60;71;86;01;38;48;75;83
00123;09;14;45;67;76;08;23;37;50;80;16;28;49;51;82
00124;13;48;67;79;85;02;22;34;47;58;19;25;59;61;86
00125;05;34;42;60;72;13;29;35;51;88;26;57;62;75;85
00126;09;20;45;53;66;11;36;46;58;73;01;37;67;75;85
00127;14;26;35;51;68;04;10;20;54;79;05;33;42;64;83
00128;23;49;66;78;88;01;18;40;55;61;17;22;38;71;86
00129;03;18;26;57;60;19;31;43;70;89;06;23;34;58;74
00130;06;14;21;64;90;30;42;52;68;81;13;29;38;47;72
00131;35;56;66;70;83;01;19;22;46;82;06;49;54;63;75
00132;06;13;36;70;88;35;42;55;66;71;04;25;40;51;83
00133;06;32;44;54;63;14;25;39;53;76;04;19;24;79;80
00134;06;22;30;46;65;08;14;51;77;84;10;29;44;73;90
00135;03;13;53;62;74;08;16;21;34;66;33;48;57;77;81
00136;02;22;51;74;89;07;18;40;60;80;19;34;44;62;73
00137;18;46;50;62;85;08;22;34;41;73;28;30;52;68;87
00138;27;31;42;75;88;24;35;49;52;63;04;18;56;60;83
00139;11;20;45;68;85;08;41;65;73;86;06;12;23;30;56
00140;09;14;34;41;83;05;20;58;60;79;13;54;69;73;90
00141;05;14;36;53;69;10;24;33;47;83;08;26;49;76;84
00142;27;36;59;78;82;08;10;37;54;88;02;22;43;61;79
00143;26;39;50;65;71;09;14;32;44;64;18;45;51;75;88
00144;14;36;45;59;90;28;49;51;63;73;04;26;38;64;76
00145;02;17;34;64;85;06;23;45;53;70;18;33;54;62;83
00146;15;21;47;63;77;02;22;35;61;87;04;16;41;55;74
00147;23;34;45;63;77;08;16;27;36;76;04;40;59;66;86
00148;01;24;35;42;80;19;36;59;68;76;09;17;44;53;81
00149;02;43;58;74;90;13;25;32;66;87;21;30;40;51;72
00150;04;26;67;76;87;14;33;54;78;80;19;27;49;52;61
00151;09;17;27;31;48;18;39;41;69;86;05;54;64;72;85
00152;28;36;60;73;84;06;14;34;42;56;19;20;53;68;77
00153;06;17;24;41;60;26;45;59;74;81;09;34;54;71;80
00154;47;52;66;72;84;03;24;30;56;65;01;15;27;34;86
00155;17;21;33;46;61;08;36;53;65;73;05;12;43;72;89
00156;18;29;45;58;78;09;19;60;71;87;24;34;47;51;82
00157;02;31;51;63;86;06;15;26;43;76;25;38;40;64;80
00158;09;15;27;61;75;08;32;42;52;82;12;33;46;58;60
00159;28;47;52;64;80;02;18;35;46;74;13;26;53;76;82
00160;08;18;26;54;86;39;42;60;71;82;07;14;35;66;76
00161;01;27;30;77;89;17;46;53;67;78;07;22;59;62;81
00162;02;39;44;55;78;12;29;36;48;54;14;24;64;77;85
00163;03;15;30;57;72;08;28;45;61;85;11;23;37;64;76
00164;03;14;24;47;58;17;36;68;74;87;06;30;45;75;81
00165;03;13;45;64;74;04;26;32;55;84;18;28;41;53;90
00166;11;46;65;71;80;05;23;37;48;52;17;27;58;67;89
00167;06;38;46;66;79;17;20;39;59;85;24;52;64;72;89
00168;03;21;44;56;69;10;30;43;59;75;09;38;61;74;86
00169;10;28;38;58;67;04;13;21;54;70;02;37;49;69;80
00170;24;40;66;77;89;09;15;41;59;67;17;20;30;78;87
00171;02;17;25;58;63;13;31;40;77;86;01;22;30;52;72
00172;05;13;23;65;82;31;44;58;66;90;10;25;34;48;76
00173;36;58;61;76;90;02;15;24;41;81;07;44;50;68;71
00174;08;12;33;72;86;36;43;54;66;70;03;21;44;52;82
00175;06;30;45;52;61;17;28;38;53;74;02;11;22;73;86
00176;05;23;37;43;63;09;13;50;76;89;18;26;48;70;80
00177;02;12;55;64;76;01;18;23;39;65;38;49;52;74;86
00178;08;21;50;73;90;03;19;47;61;83;15;33;45;60;70
00179;17;46;58;60;81;07;25;35;47;79;23;36;52;69;80
00180;24;32;40;72;87;25;34;46;52;64;07;15;58;62;86
00181;10;22;42;66;86;01;40;62;77;80;07;11;24;33;55
00182;01;13;33;42;87;07;23;50;60;72;18;55;68;77;80
00183;03;18;32;51;62;11;22;34;48;89;08;29;47;77;86
00184;24;35;55;76;87;01;18;34;50;80;05;20;46;62;77
00185;25;36;55;69;73;01;15;33;45;68;13;44;52;78;86
00186;10;34;44;59;87;26;42;50;61;79;02;23;31;60;75
00187;08;16;37;62;83;09;21;42;52;77;14;36;50;65;82
00188;12;27;40;65;70;04;20;34;60;85;06;13;49;57;71
00189;28;31;47;60;74;01;19;22;38;78;06;41;52;64;88
00190;01;25;34;40;87;17;33;53;66;75;07;11;42;57;82
00191;01;42;55;70;81;10;21;31;61;85;20;39;43;56;71
00192;07;23;61;74;85;15;36;53;78;87;11;25;48;51;63
00193;02;10;29;30;49;16;38;46;60;84;01;56;65;77;82
00194;20;30;68;75;82;07;12;37;45;59;18;29;55;60;76
00195;07;16;25;41;67;26;43;51;71;87;01;31;52;78;88
00196;43;55;64;73;82;04;20;32;50;66;08;13;21;31;80
00197;11;29;37;49;60;01;32;58;66;72;02;10;45;76;90
00198;16;22;44;52;79;02;11;68;78;89;21;34;46;59;87
00199;01;39;50;62;85;08;14;24;42;76;23;32;43;60;83
00200;08;16;24;67;72;01;33;41;54;83;18;36;46;57;63
00201;27;46;50;63;85;01;18;37;47;72;17;24;59;70;86
00202;07;16;25;58;81;38;43;69;74;85;08;15;34;67;75
00203;04;28;32;70;87;14;45;50;63;77;03;20;54;61;84
00204;06;30;42;53;76;11;25;33;46;56;10;23;62;72;88
00205;02;18;30;53;74;01;25;46;62;90;10;29;38;63;72
00206;02;19;27;40;57;11;32;63;74;85;07;37;44;70;84
00207;08;16;44;65;75;07;29;38;57;82;13;20;41;51;80
00208;14;49;64;78;87;07;23;33;45;59;15;27;58;60;88
00209;08;37;47;61;73;14;21;30;50;86;27;56;63;71;87
00210;01;20;46;55;68;12;37;49;51;74;03;31;69;78;82
00211;15;25;34;58;61;07;14;22;55;73;05;32;43;68;84
00212;22;44;68;79;80;07;18;43;52;69;15;21;39;70;84
00213;05;10;27;56;67;11;33;45;72;90;07;20;32;54;70
00214;05;15;20;62;89;39;40;51;68;82;14;22;34;44;75
00215;38;57;65;79;82;01;10;20;45;83;05;40;55;60;73
00216;05;16;37;72;80;39;46;54;63;75;03;20;47;51;90
00217;05;33;46;52;64;14;27;36;55;77;03;18;24;74;87
00218;04;22;32;45;68;06;16;56;75;83;13;21;43;79;86
00219;08;17;50;62;75;02;14;22;36;63;30;43;54;76;88
00220;08;24;50;75;81;04;17;49;61;87;16;35;47;62;76
00221;11;41;53;64;83;05;21;35;40;74;24;37;55;69;84
00222;24;32;40;74;81;23;36;41;55;67;06;19;52;63;86
00223;12;23;43;67;80;09;47;69;79;90;07;11;22;32;55
00224;02;15;37;48;88;09;21;56;69;74;10;55;62;71;81
00225;04;15;34;52;65;12;25;36;49;82;09;28;48;74;85
00226;26;37;51;73;85;09;11;36;59;86;02;27;46;69;77
00227;27;38;53;64;72;04;19;37;47;63;11;42;56;77;89
00228;15;37;48;58;82;21;40;57;64;72;05;20;30;65;79
00229;03;15;39;62;84;08;20;46;56;78;19;37;57;65;81
00230;16;20;49;62;74;05;25;37;63;86;03;15;47;54;73
00231;22;32;44;64;79;06;11;23;36;76;02;40;50;65;80
00232;05;28;36;40;90;18;35;52;60;79;08;15;45;53;89
00233;09;49;59;75;82;12;24;36;67;88;23;30;48;57;76
00234;02;27;62;77;89;11;30;51;72;85;19;26;41;57;60
00235;04;18;28;36;45;19;30;42;64;85;02;51;66;76;80
00236;27;37;61;74;85;05;18;39;40;50;10;22;56;67;72
00237;05;15;29;42;69;25;44;55;76;90;06;34;57;72;85
00238;48;57;62;71;89;08;21;32;54;67;02;11;24;36;83
00239;18;23;34;47;63;09;38;53;62;78;06;11;42;73;88
00240;17;21;47;57;77;01;18;69;70;86;29;33;46;51;88
00241;02;38;51;64;81;07;17;27;44;77;21;34;42;69;86
00242;01;14;26;60;74;07;33;46;54;81;15;35;47;51;66
00243;26;41;57;65;86;04;17;36;49;76;16;28;59;78;84
00244;04;14;28;52;87;35;42;63;71;85;05;16;37;64;77
00245;09;29;39;78;88;16;47;57;65;70;01;27;59;60;86
00246;03;33;45;57;70;15;26;35;40;55;19;27;67;78;80
00247;05;14;31;56;71;07;20;44;60;81;12;21;34;65;73
00248;06;17;25;46;51;18;37;69;70;82;03;38;40;74;90
00249;04;11;44;63;75;06;25;33;56;83;10;20;48;59;86
00250;13;47;62;73;89;04;21;36;45;50;15;28;58;61;80
00251;07;39;47;68;70;16;29;38;58;84;25;57;65;79;88
00252;04;22;45;54;61;11;30;47;50;77;01;32;62;75;90
00253;11;27;36;59;63;06;12;25;52;71;04;31;45;66;87
00254;29;40;68;71;83;03;13;44;56;63;16;27;32;70;85
00255;04;12;20;56;68;10;30;46;73;88;08;23;39;59;71
00256;07;12;25;63;88;34;41;51;67;83;16;20;39;47;76
00257;33;58;69;78;89;02;11;29;49;84;04;48;56;67;72
00258;06;17;35;77;82;32;46;52;66;70;01;22;49;50;84
00259;06;39;45;57;63;15;26;37;54;70;05;11;25;78;89
00260;05;20;33;47;66;01;11;57;73;80;14;22;45;70;82
00261;09;19;50;65;77;04;15;23;30;64;35;42;53;74;90
00262;01;23;52;78;82;04;19;48;62;90;16;36;47;61;74
00263;10;40;54;66;84;09;28;33;44;71;20;31;53;65;90
00264;29;37;44;73;82;23;31;40;54;68;01;17;59;63;84
00265;13;21;48;60;81;07;41;61;72;84;05;12;20;38;57
00266;03;16;35;40;84;02;29;51;66;73;18;56;61;72;85
00267;06;16;33;53;63;17;27;35;48;87;05;29;40;77;80
00268;27;36;55;78;80;05;14;39;51;86;09;22;43;65;77
00269;23;34;56;62;74;08;13;39;43;64;12;47;50;78;80
00270;18;35;43;50;88;20;41;56;65;76;04;25;37;66;78
00271;05;14;30;63;90;07;20;41;55;79;11;33;56;67;87
00272;19;28;48;64;75;07;21;36;65;89;03;12;43;59;76
00273;24;33;43;67;79;08;16;29;32;75;03;41;52;64;81
00274;06;26;37;45;89;13;36;57;62;71;08;18;41;58;80
00275;02;41;54;73;83;15;26;37;61;80;22;31;49;53;75
00276;08;29;66;79;88;10;31;52;71;89;13;24;40;53;64
00277;04;16;26;30;47;14;39;44;63;90;05;56;60;70;89
00278;23;38;62;78;86;05;13;31;48;51;19;26;59;69;79
00279;07;16;22;43;61;26;45;58;77;83;04;37;55;79;82
00280;48;53;62;75;88;01;25;31;57;65;02;17;26;34;84
00281;17;23;33;45;68;04;36;58;64;71;03;10;44;79;81
00282;19;21;42;58;76;09;12;66;72;84;24;36;45;50;81
00283;08;34;52;65;83;07;16;27;46;77;22;31;44;69;82
00284;04;11;29;68;75;03;36;45;55;82;16;37;49;52;62
00285;27;46;58;62;87;03;15;37;48;75;12;23;55;77;80
00286;05;19;23;57;84;38;41;65;72;89;07;18;31;63;78
00287;06;23;38;73;84;15;40;51;60;79;09;24;58;65;90
00288;05;35;46;58;71;16;28;37;49;57;10;25;65;70;86
00289;04;16;32;51;77;09;21;43;68;87;14;20;35;67;78
00290;07;15;26;46;52;19;38;60;75;80;02;39;41;70;81
00291;05;19;46;69;77;07;24;35;53;87;16;21;47;50;85
00292;14;41;69;74;90;04;26;36;49;55;15;20;50;68;85
00293;05;39;40;62;79;12;22;33;53;82;28;50;68;74;80
00294;07;22;45;57;64;19;39;48;56;71;02;30;60;78;80
00295;10;26;38;57;65;05;16;24;56;74;02;36;46;60;83
00296;24;42;65;73;84;03;10;46;58;61;12;29;35;74;80
00297;03;12;21;54;61;18;34;43;72;85;07;24;30;51;75
00298;03;17;22;61;84;35;47;53;64;86;15;25;30;41;71
00299;33;51;64;70;89;03;16;27;40;85;07;42;58;68;77
00300;04;19;31;73;83;37;48;55;61;75;02;24;40;58;86
00301;04;35;40;56;68;12;29;39;55;74;01;13;28;76;90
00302;06;25;36;47;67;03;13;52;75;90;12;26;48;77;83
00303;04;14;57;64;79;03;19;21;36;67;33;42;50;72;88
00304;06;29;53;79;87;07;12;40;64;81;18;30;46;63;78
00305;17;46;56;62;88;08;21;31;42;77;23;36;59;60;86
00306;25;38;41;75;84;23;34;42;50;61;03;15;54;67;87
00307;15;25;42;69;89;08;40;63;73;83;06;14;26;36;50
00308;04;13;39;47;85;03;27;52;60;76;12;53;62;74;83
00309;07;15;37;51;63;18;21;38;48;86;03;27;42;78;80
00310;21;34;50;77;84;04;13;30;53;90;06;28;47;63;73
00311;21;30;59;66;75;02;13;31;42;65;11;44;53;72;83
00312;19;33;44;54;83;27;48;56;68;79;08;23;37;67;73
00313;09;10;31;64;87;01;22;47;58;70;18;33;51;63;85
00314;19;21;40;60;78;02;27;34;69;80;04;17;41;57;75
00315;23;33;43;65;74;07;12;24;35;73;03;47;51;66;84
00316;07;25;32;45;82;14;39;58;63;73;02;16;47;52;88
00317;02;43;58;76;85;17;26;31;63;84;27;38;47;52;73
00318;06;28;67;70;81;10;31;58;76;90;13;29;44;52;66
00319;06;19;24;39;43;18;31;49;62;80;04;57;60;79;88
00320;25;31;64;75;80;08;14;30;46;58;17;27;52;68;71
00321;09;18;23;49;63;29;42;53;72;80;07;36;59;73;84
00322;43;52;64;73;80;05;24;31;55;60;03;19;28;39;90
00323;12;27;32;46;66;04;38;53;69;77;07;18;42;72;86
00324;19;21;48;59;78;02;17;68;74;85;28;31;43;58;82
00325;03;32;53;66;88;05;15;20;48;70;21;34;43;67;90
00326;06;11;29;60;72;02;30;46;59;86;12;37;45;56;68
00327;28;45;57;63;82;05;10;33;44;76;15;23;58;77;81
00328;06;12;25;57;89;35;46;66;77;86;08;11;39;62;79
00329;09;25;35;74;83;19;47;59;67;71;06;28;52;63;87
00330;08;34;40;54;75;19;21;36;48;50;12;22;69;72;81
00331;01;19;34;52;70;06;25;44;66;89;18;29;36;62;75
00332;09;12;23;47;55;13;37;60;76;85;03;35;43;73;80
00333;06;10;43;61;73;01;20;34;57;86;19;21;44;54;81
00334;10;41;63;70;89;05;20;32;48;51;14;22;56;69;83
00335;04;37;40;67;70;11;25;34;55;85;23;57;65;71;82
00336;06;24;46;55;66;11;36;42;53;70;04;30;60;72;89
00337;18;23;35;50;62;05;11;24;53;74;04;34;48;63;85
00338;22;41;69;72;83;02;11;45;56;63;19;28;34;75;87
00339;06;11;29;55;69;16;39;42;71;84;08;21;33;57;73
00340;04;13;21;61;83;33;44;50;60;89;12;24;39;46;78
00341;39;58;67;77;80;09;12;28;47;86;02;48;56;62;76
00342;02;18;38;79;90;31;45;59;68;72;09;23;41;52;81
00343;07;30;48;55;64;15;29;39;52;79;06;12;26;77;88
00344;03;21;33;46;64;02;10;58;72;89;15;25;42;79;87
00345;01;18;51;63;76;05;13;28;31;62;37;44;56;75;82
00346;09;25;51;77;84;05;10;44;60;85;17;34;46;63;75
00347;15;42;52;66;87;06;27;31;48;72;21;34;57;68;82
00348;26;38;41;74;90;29;32;43;58;66;04;10;55;68;85
00349;14;22;44;69;87;02;46;68;78;81;09;13;24;39;58
00350;08;18;38;46;89;01;23;50;65;74;19;51;60;79;82
00351;07;13;35;54;64;18;20;37;40;88;06;29;41;77;81
00352;22;30;56;76;89;06;14;31;54;83;04;20;40;69;71
00353;22;35;57;61;76;01;12;30;41;66;15;43;52;79;90
00354;11;34;42;51;89;29;43;53;67;75;06;21;39;66;71
00355;03;15;39;67;88;08;21;42;57;78;10;34;52;66;84
00356;10;29;41;68;72;06;22;36;66;88;05;18;49;56;75
00357;27;36;47;60;76;09;13;28;33;74;06;42;57;67;89
00358;02;27;31;43;84;18;37;53;69;72;09;13;46;52;85
00359;03;40;51;74;84;14;27;35;60;89;25;30;46;58;76
00360;04;28;63;78;90;14;37;52;76;83;18;20;49;57;65
00361;05;10;21;35;44;13;31;43;62;87;03;53;69;78;86
00362;22;39;68;77;89;06;17;38;47;57;16;20;55;61;72
00363;06;13;21;40;68;27;41;53;78;82;05;35;56;71;81
00364;49;54;63;74;87;04;28;30;50;69;01;18;25;35;85
00365;10;25;32;44;61;02;35;50;63;70;05;19;45;78;82
00366;18;20;43;57;79;01;13;66;71;86;23;37;48;56;83
00367;09;39;59;64;84;06;17;28;47;78;20;31;48;60;81
00368;03;12;26;63;78;07;38;44;51;85;13;36;48;52;65
00369;29;42;55;65;90;09;13;39;48;75;15;25;56;73;82
00370;04;13;24;59;83;31;40;64;77;88;06;15;30;60;72
00371;05;22;36;79;82;17;45;52;66;73;01;28;50;64;88
00372;07;35;47;52;72;18;27;38;42;59;11;26;67;79;84
00373;06;17;39;53;78;07;22;43;65;86;16;28;34;68;75
00374;06;16;28;41;54;12;39;67;73;89;07;32;42;71;85
00375;06;18;48;62;74;05;24;34;52;85;12;28;44;55;84
00376;12;42;60;76;81;06;22;33;46;54;16;21;51;62;82
00377;01;35;49;63;71;16;26;32;55;86;22;58;66;76;81
00378;07;23;47;59;62;18;35;45;55;70;05;38;63;79;88
00379;12;22;35;58;64;09;14;23;57;73;06;39;45;65;88
00380;20;41;69;79;82;01;13;48;53;64;14;29;39;74;81
00381;04;11;22;54;63;14;33;46;77;82;08;24;31;52;73
00382;07;16;23;60;80;37;48;50;63;85;13;22;30;49;79
00383;39;51;69;71;87;05;18;29;46;88;06;47;58;61;72
00384;07;13;39;73;89;30;49;56;60;74;03;25;44;57;83
00385;06;36;49;51;66;16;27;38;56;72;09;13;25;75;86
00386;07;26;35;48;60;06;11;53;75;82;13;27;45;79;84
00387;03;11;58;68;78;08;10;26;37;60;36;44;55;76;83
00388;09;26;52;70;85;06;11;43;65;88;16;39;47;69;79
00389;11;43;55;67;80;02;25;36;46;78;22;30;58;61;85
00390;20;30;40;78;85;21;33;46;51;69;05;12;53;61;82
00391;17;29;43;65;90;05;46;64;74;87;01;13;25;30;52
00392;05;19;30;48;86;02;24;53;69;75;15;57;67;73;90
00393;02;19;35;52;61;14;24;30;47;85;01;20;45;75;81
00394;25;33;59;76;83;01;16;31;53;88;05;21;48;60;75
00395;23;39;58;67;79;05;16;35;48;62;15;43;57;71;80
00396;14;38;46;53;86;26;44;57;66;78;06;20;39;60;75
00397;07;16;33;69;80;09;22;49;53;71;15;38;56;62;89
00398;18;27;44;61;70;01;28;33;68;83;08;19;45;52;76
00399;22;32;44;66;71;02;15;27;38;79;03;42;57;69;84
00400;08;22;31;44;86;14;34;59;66;75;06;18;48;51;90
00401;03;48;59;70;88;11;27;32;66;83;26;38;40;56;77
00402;02;27;68;72;84;13;32;50;74;83;14;28;43;58;67
00403;02;14;22;34;45;16;35;43;66;80;03;52;61;72;90
00404;24;34;67;70;81;04;12;36;41;52;17;27;59;69;73
00405;08;12;24;45;64;23;42;50;71;89;06;31;58;74;90
00406;44;53;67;76;81;02;29;32;58;64;08;10;24;37;89
00407;12;26;30;45;63;06;32;59;66;70;02;14;46;73;85
00408;10;22;45;50;70;01;18;69;73;87;20;38;44;57;82
00409;01;33;55;60;89;09;10;29;49;79;20;31;42;65;82
00410;05;13;24;69;77;07;35;47;58;88;11;34;48;54;67
00411;29;44;58;67;81;08;14;33;41;79;10;24;55;78;87
00412;07;13;26;50;87;38;47;62;78;82;08;15;39;65;71
00413;03;26;30;75;84;15;46;50;62;74;02;20;53;69;81
00414;04;31;48;58;73;14;24;30;43;51;11;20;66;74;85
00415;07;18;35;51;71;09;24;41;60;82;19;27;33;61;79
00416;05;13;29;44;56;12;37;68;76;81;02;33;40;74;87
00417;04;16;42;60;79;06;25;39;57;88;19;29;46;52;89
00418;19;43;64;79;80;07;20;35;41;56;15;28;54;62;83
00419;03;31;41;69;72;17;21;39;58;84;28;51;64;73;83
00420;08;21;44;55;65;16;39;45;54;79;01;36;67;78;87
00421;19;22;36;56;66;06;17;26;51;72;05;32;44;67;86
00422;23;40;64;74;90;04;12;47;57;62;18;20;34;76;88
00423;07;13;28;55;66;17;38;44;70;81;09;24;30;50;72
00424;06;18;24;62;85;32;43;54;69;84;12;21;35;48;77
